transaction_id,amount,txn_count_24h,avg_amount_7d,failed_logins,device_change_count,is_rooted,distance_from_last_txn,country_risk_score,session_time,typing_speed,merchant_text,amount_sequence,is_fraud,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110
1207,151.80295,4.483208,78.17844,0.058045395,1.0,0.0,20.891092,0.08736617,198.53177,2.4961348,utility bill payment card,26.362|17.414|48.230|42.158|25.841|17.223|39.531|18.041|14.719|36.237|41.018|36.457|32.047|21.757|41.549|34.819|52.262|18.927|23.815|28.324,0,1.3692265,0.6394996,-0.4617735,-0.5662519,-1.6229655,-0.23797378,-0.94457126,-3.0577347,0.36720872,0.119001806,0.8853015,1.4552625,-0.58104306,1.8996906,0.69645447,-1.8926396,-0.06800291,1.264199,1.5529484,-0.1924211,-0.01854539,0.33434048,2.0428488,0.9457054,1.6399821,-2.103892,0.59002656,1.1210921,-1.792377,0.9274508,-1.4220121,0.87223274,-1.58159,-0.64466864,-0.054693945,0.5104213,-0.08828316,-0.7952093,-0.89600396,-1.0063728,0.5017346,-1.0640146,0.82770944,-2.4390914,2.6833901,-0.36552012,-0.11178118,-0.0015740544,-0.29616958,-1.9542644,1.6444472,0.9419061,0.92466855,0.70599854,0.55858403,-1.0159452,0.19344793,0.13890623,0.020685084,1.9104041,2.0444696,-0.32631272,0.54859066,-0.45895612,-1.0858669,0.23025757,0.27711004,-1.0325361,-0.5321207,-1.0254655,-0.67182696,-0.30929422,1.3726459,-1.069752,-1.4121201,-0.97201717,2.8829408,0.45614302,-0.6431756,0.54191816,-0.5946556,1.4298098,-0.32091048,0.14503899,-0.07394323,0.4208558,-1.723803,0.8597503,1.0784903,0.9173532,-0.8734315,0.49621987,0.0034337342,-0.23739801,-0.009474158,0.2852571,-0.5520768,-0.94034684,2.6188605,-0.7216005,0.025947422,-0.93502283,-1.0141219,0.6926066,-0.559877,-2.2653766,-0.60613406,-0.15590201,-0.3963291,1.2188046
1208,396.01767,11.203682,126.359,1.4339099,3.0,1.0,406.549,0.6812021,46.289204,4.8497643,suspicious account takeover transfer asap,75.663|100.949|64.045|119.586|53.160|70.496|96.659|105.863|93.631|108.488|61.062|51.413|69.008|126.318|70.731|92.957|92.172|102.992|75.161|63.531,1,-0.10859377,1.2346377,-1.5001733,2.1412344,-0.23139316,-0.30188245,0.37229976,1.6382524,0.6146558,2.7965698,0.59159267,0.1452545,-0.93437415,-1.0554422,-2.0044763,-0.15825853,-0.55998355,0.94893485,0.99226236,-0.311202,1.8989234,0.53483355,-0.051514745,0.5693978,-0.6178073,1.1130202,-0.9290774,2.5784867,1.614766,-1.5025358,-0.17800091,0.13914694,-0.08794522,0.13407244,0.02956,-0.48657054,1.7191302,0.45753193,1.1365086,-1.5531185,1.0333505,1.1059955,-0.17727609,2.6623673,0.8049458,0.31340152,-0.36876994,-1.2874031,-1.8566413,-2.2813406,-0.031737495,2.1512733,-1.1522713,1.3526459,2.917514,1.072776,0.6355119,-2.0514169,-1.9708745,-0.45595363,-2.0209384,0.5786283,1.5331503,2.0832968,-1.184218,-2.6118524,-0.10063338,0.95887303,-2.9925907,-0.8629962,0.5302021,-0.13460878,0.7533193,-1.0716242,-0.31995136,1.4168099,-0.0451485,-1.8982201,-0.14562929,-0.7327676,0.9021536,2.1645904,0.63085824,-2.0386944,0.2598402,-0.62511325,0.6860826,-1.6116769,-1.2265214,-0.14138854,2.3620267,-1.070324,0.028991446,-1.0447724,-0.095627785,2.4118938,0.4049502,-0.38618925,-0.96165204,1.1463,2.1278172,-0.56448007,-2.0391681,-1.2901402,0.5494073,-1.0548825,-1.6822994,-2.3416545,1.8245535,1.0252693
1209,7.954169,0.7470703,5.0897017,0.0,0.0,0.0,46.160275,0.17239292,70.46286,3.5841026,pharmacy purchase online,1.559|0.958|0.577|3.723|3.053|2.147|1.115|1.647|0.969|0.742|2.575|1.356|0.418|1.549|2.327|1.459|1.794|1.926|1.865|3.637,0,0.8433561,0.21031086,0.8421995,0.098158084,0.05016154,-1.0579879,0.04125288,0.7570786,-1.374197,1.6260684,-0.35591745,2.2925324,0.80757374,-0.6280521,0.33586782,0.013527453,-0.36118934,-0.01845795,-2.1297553,0.59073085,0.76309395,0.4757424,0.56821764,0.7802195,-1.9714644,-1.47267,-1.0735712,-0.015074655,-0.84593,-0.08524719,0.12318065,1.5886027,0.38757703,1.3985035,1.0604448,0.61437684,-0.94217426,1.4045949,0.5217198,2.0461998,0.7456347,-0.50723624,-1.0055948,1.6560817,0.5499399,0.8173475,-0.86860263,0.08992842,0.50411254,-1.0145049,0.82418644,-0.20466039,0.09886092,-0.40253717,0.03674447,1.6471176,-0.16243958,0.22719425,2.1109173,1.4570853,0.18181461,0.32526466,-1.0020995,-1.6039218,0.7156486,-1.1698347,-1.1194597,0.9217242,1.1622002,0.27733916,0.22654034,0.219666,-2.057514,-0.18521632,-1.5585557,-0.52608454,-1.1601465,0.45619375,-0.86610436,-0.41431308,-1.4665,-0.744914,0.25567305,1.1096833,-0.6921859,0.90829974,-0.16937122,0.55051804,-1.1033881,0.18332677,-0.10751126,-0.87831986,-1.6898475,-0.8413509,1.1401271,-0.53531754,0.18602127,-0.281652,-0.9553998,-1.9049094,0.6737772,0.5771371,-0.881819,0.6037036,-0.4617273,-1.6956263,-0.63882136,-0.7818105,0.7240801,-0.07333247
1210,25.15499,1.9572676,23.532234,0.13330694,2.0,0.0,0.0,0.08310752,74.29148,3.0289621,travel booking payment instore,4.050|9.329|3.846|6.866|4.264|4.318|7.671|1.935|5.272|4.318|5.422|3.739|9.201|7.684|4.853|4.487|5.478|6.653|2.209|4.045,0,-1.439184,1.36397,-0.9895454,-1.1628543,-0.62589926,-0.59828836,-0.63263583,-0.68524885,1.5490295,0.17596564,-0.5133776,-1.114588,0.40585822,1.2929344,0.9967197,1.1408077,-1.0999008,0.4675044,0.6527877,-0.14289612,-1.5633302,-0.24847424,1.621387,-1.8402433,-1.0988345,-1.7547747,-0.74980736,-0.71691203,-0.51701415,0.90339655,0.44475976,-0.51802886,1.5760341,-1.5252191,-0.8838896,0.06704557,1.3152468,2.0468366,-0.2397173,1.7339075,-2.5131073,-0.110207826,0.040962696,-0.33632565,-0.1114932,0.3010891,0.6699516,-1.3507674,0.0074465275,1.3632116,-0.9885356,0.29344153,0.6781556,-0.1060254,0.20389515,3.187913,1.2532774,-1.2885805,1.1362059,2.6146452,-0.5964248,-1.0901144,1.6540192,0.98118675,2.1623352,-0.10090864,-0.01411644,-0.85181993,-0.15891969,0.15489516,-1.5526798,0.21637307,0.8594775,0.22046903,0.9234176,0.73160505,-0.76811785,0.06439397,0.7183704,0.102052,-0.38476834,-0.07965812,1.2689734,-0.33479938,-0.6840692,0.23895332,0.15685415,0.39446503,-0.81144434,-0.4109044,-0.30720648,-1.7581106,-0.12138891,-1.0965561,-1.4242098,-0.8241396,0.0058537424,-0.30952,0.4075518,1.3405415,0.6658404,-0.39714494,1.7169757,-0.5497436,1.2610186,1.0733243,0.854501,-0.6281415,-1.5261754,-0.6230361
1211,124.23792,2.4015234,143.64674,0.0,0.0,0.0,12.151275,0.2146576,146.59584,2.7780752,subscription renewal charge upi,31.924|30.455|28.906|13.145|16.075|20.765|22.156|18.989|21.074|24.300|37.899|24.810|27.983|24.456|22.553|17.661|24.043|10.072|34.583|36.926,0,0.6770316,-0.42062205,-0.64351785,0.16661726,0.6868251,-0.43572873,-1.8227975,0.62718165,-1.7150462,-0.8314153,0.36108935,-2.890258,0.7466821,-0.2467742,0.38171953,0.19002873,1.0357394,-0.016143173,-2.3534102,0.20126778,1.0471292,-1.4684147,0.42984965,-0.8135148,0.5044167,0.17127451,0.41617998,0.2592426,1.2865456,0.78827405,-1.3176857,1.0248997,-0.68322694,1.4904215,-0.09800217,1.1012484,0.06613333,-0.50858057,1.8672082,0.12049103,-0.07829398,0.6997717,-0.8156394,0.0027049445,-2.4480052,-0.08985326,-0.63941294,1.0424011,-0.43021727,-0.41468805,-2.7150924,-1.6635981,0.08853264,-1.2140845,-0.5641593,0.61593115,-0.20053983,-0.34363174,1.0935333,-0.33114272,-1.0696084,0.30059546,0.5358717,-0.5247416,-0.3101171,-0.37114543,-2.081559,-1.4406792,-1.2041054,-0.008625388,0.57577515,-0.53668237,-0.902176,-0.10601426,-1.7589247,-0.92283857,-2.1316087,1.9639964,-0.33105776,-1.245169,0.34888327,0.8625021,-0.72973603,0.5487367,-0.0011160672,-0.85661304,-1.2788848,0.5474738,-0.16553795,-0.13299984,0.19733362,-0.26842624,-1.0758094,1.2352861,-1.2148635,1.2822323,0.41147634,-0.10915811,0.4383188,-1.5936303,2.9546406,0.745558,1.0967785,0.6199251,-0.0182302,1.2338963,-0.86010295,0.23920655,-0.9944316,-0.7755991
1212,6.0886054,-0.19796166,7.3890624,0.124126084,0.0,0.0,3.5097575,0.10962181,164.9368,3.458525,fuel station payment online,0.936|0.632|0.840|1.377|2.069|1.548|0.658|3.180|1.221|2.186|0.619|0.332|-0.242|1.415|1.638|0.597|1.165|-0.064|1.607|1.048,0,0.23575297,0.42765695,0.024756355,0.7390064,-0.119577244,-0.25795698,0.20503515,-0.2946163,0.99533886,0.6363522,0.72362036,-0.66417265,0.7717452,-1.1927828,0.46529046,1.0861584,-0.9959722,-2.180191,-1.4967673,0.9812823,0.6837705,0.18566336,1.39784,-0.98247236,-2.362947,-1.6472185,-0.7909764,-0.0071207434,-0.2180091,-1.8955175,1.6175243,-1.6014414,0.21830377,0.51696885,-2.1989458,0.017077684,0.38237703,1.2181747,-0.8484911,-0.96053183,0.058929734,0.45925704,0.053089917,-0.14686501,-0.47310963,-1.0783616,-0.7608031,0.7629701,-0.6073444,0.69027185,0.13360697,-0.8241776,-1.3267932,0.3590875,-0.89179313,2.082602,-0.12561071,1.0461413,-0.47242987,0.29571733,-0.49422547,-1.1758591,-0.657341,1.0384083,0.52205145,0.69854325,-0.16528423,0.4183881,-0.98508537,-0.010064483,0.7225144,-0.5137427,0.11539228,-0.28784743,1.955439,1.5936494,-0.95865184,1.0101883,0.028872281,-0.6505005,1.3694563,-1.1217746,-0.3749838,2.7424178,1.660754,0.30203277,0.39622992,1.5278877,-0.1697827,0.85002404,-1.2651918,0.3149614,-1.8542844,2.9437668,3.0744238,1.6939819,-0.29248413,-1.0709815,0.04614514,1.1090229,1.1672752,1.0922266,0.45467323,0.51104856,2.9618495,0.5173415,-0.19493365,-1.7211602,0.87962747,0.8872266
1213,30.668552,2.5697494,18.57693,0.0051005874,0.0,0.0,8.218736,0.11342916,123.53793,4.722596,utility bill payment online,5.349|5.981|6.412|5.339|6.766|7.311|9.189|7.515|6.319|7.575|2.657|8.336|7.994|6.596|4.824|3.946|7.240|6.088|9.136|6.513,0,-1.2442852,-1.125595,0.4367605,-1.021432,-1.5270982,0.39310572,0.56872296,-1.2369132,-1.1075778,-0.47768593,2.1043334,-1.356072,-0.3431207,0.73652685,1.3261589,-0.06467223,0.6343756,0.45202297,-0.14881834,-1.6137788,-0.29193372,0.25937274,-0.34584916,-1.6866175,0.067617625,-2.19162,-0.32910973,0.45918223,1.9487289,-1.697761,0.8294625,2.192634,0.88666296,0.6738188,-1.3169278,-1.4315952,1.1655444,-0.3116454,1.3376608,-1.7832416,-0.60369134,-0.80479676,-0.05013442,-0.58838755,1.0644644,-0.40435532,0.35700652,-0.3173682,-0.7001594,-1.1913123,-0.5902174,0.92884237,0.32980365,-0.41992438,1.5283303,0.94488806,-1.4068568,1.8730853,2.563123,0.18215111,-3.6830478,-0.6618823,-0.24693716,-1.5799385,0.504196,1.8993237,-0.07301873,0.7459959,0.24816424,1.395245,-0.6641382,-1.379335,0.5251118,0.46746585,-1.778877,0.3162822,-0.5888193,1.0686634,0.49342346,-0.5938522,-0.48579448,-0.59728134,-0.7427933,-0.8931548,1.7393019,1.6575878,-1.2125721,1.1613977,0.9179989,0.5899473,0.72093004,0.79603606,-0.25894904,0.8090265,-0.70621586,-0.98224473,0.8775145,-0.90066844,0.43440926,0.17715898,-0.30827233,-2.2599874,0.4692154,0.23180234,-0.93569714,0.71208537,0.3746816,-0.75365645,0.51985,-1.2045202
1214,9.3692255,1.5115228,5.978706,0.054501176,0.0,0.0,0.0,0.04702077,230.35628,3.6343699,grocery store purchase instore,1.071|0.657|2.444|1.201|1.520|1.870|1.783|2.286|-0.526|3.098|3.504|1.385|2.032|0.236|1.394|2.363|-0.358|0.954|0.641|1.291,0,-1.8597163,-0.51231855,0.4296343,0.8410815,0.30704254,-0.76867,0.79761994,-0.013104618,-1.0515773,-0.5541705,0.8595874,1.8016305,-1.0074067,1.5776018,0.20555359,0.32389754,0.4022114,1.1796534,0.6601503,0.17404416,0.9989803,-0.67097104,0.095010705,-1.0163844,-1.4929566,1.3694679,-1.0132675,1.6197028,0.28445482,-0.5489796,-0.006502893,-1.8071103,0.16503674,-0.24370956,-0.74128824,0.72957367,0.25493157,-0.9608271,2.1102898,0.421825,-1.9869083,0.5769063,1.099686,-1.5134789,-0.9517939,-0.736961,-1.6345918,-0.8375852,-2.2788343,-0.821401,-0.7842085,1.0032661,-0.67470837,1.161231,-0.22269306,0.20792317,-1.9293116,-0.65752375,-1.4160454,0.13730377,-0.3020387,0.1487518,-1.0472852,-0.39047688,-0.255803,0.27444533,0.34749693,1.0440485,-0.18239173,1.2789755,-1.2373357,-1.3234596,0.09510717,1.3497977,-0.31574363,-2.8523178,-1.1608217,1.4529803,1.3613749,-2.6946797,-0.14408287,-1.773953,1.6636387,-0.5322443,-0.3392607,0.60047626,0.5066154,0.3416877,-0.9239277,-0.5732583,-1.0511781,-0.42149052,1.2463872,0.5831588,-0.41216856,1.4607044,-0.35627073,0.51614374,-0.99760747,-0.7663777,0.88389456,0.48043802,0.24923132,-1.0315667,1.3429598,0.20256332,-1.551902,-1.7091272,-1.0294785,2.0799918
1215,79.23568,1.094639,86.6258,0.41566494,0.0,0.0,13.006999,0.026796283,305.09467,2.4456973,darkweb linked vendor payment,1.350|15.068|21.519|15.743|15.278|12.796|17.170|10.413|17.890|13.241|9.230|18.760|19.430|13.192|5.855|9.193|19.635|9.983|13.329|20.890,0,0.48956,0.7626254,0.108200856,0.49449444,-0.04342711,-0.81732184,-0.2513832,-0.5751211,0.8996798,2.637838,-1.7877162,-2.649083,-0.90155625,-1.5704412,-2.9874692,-0.29996336,-0.82038796,-2.3491817,1.7173951,-0.35218486,1.7016795,-1.3028255,-1.2763981,1.0134339,1.4257464,0.81697136,0.8779544,-0.46501872,0.050995857,1.9260837,-1.4513903,-1.0734133,0.03483203,-0.47028428,2.136211,0.60360277,-0.883687,0.7357302,0.6385384,-1.6218209,-0.43501925,-2.4981685,-1.9958829,-0.24283732,1.532712,-2.0025346,1.2380544,-1.4800667,1.5227088,1.1481977,-0.8356217,-0.69685006,0.8933673,-0.13461635,-0.03705138,1.637729,0.69055265,1.2812423,0.21981022,1.0335238,0.7176565,1.9862313,1.0845853,0.19522753,-0.9794905,-1.319278,-1.7140125,0.81296164,0.54646516,1.2063811,-0.51650465,-0.5433676,-0.68099326,-1.2907331,1.4743775,0.54046315,-0.38417584,1.31462,-1.1786036,0.083916456,1.031888,-0.1344397,0.37148118,0.8127131,-1.1261897,-1.1658732,-1.0222026,0.90078676,-0.64342797,1.0567644,0.32973778,-2.73746,-0.80853724,-0.07945454,-1.4331311,0.06108287,0.91323996,1.3051956,0.5377859,-1.4549913,0.09929791,0.37791097,0.13182539,0.8832195,1.6144062,0.5282568,0.023097456,0.38057274,0.09752703,1.6295125
1216,31.025295,1.8138922,20.922543,0.15903969,0.0,0.0,21.926186,0.08125463,244.57323,3.4772167,utility bill payment card,5.811|6.708|9.409|4.104|8.854|7.828|1.689|6.318|6.006|4.806|8.225|6.925|4.165|5.560|4.240|6.706|4.385|5.335|3.853|7.248,0,-1.4745308,1.7632366,-1.7681552,1.0222092,-0.037030607,0.9482732,-1.5230472,-1.7805207,-0.12824723,-0.8038824,0.21625027,-0.025774717,1.7068781,2.2593517,0.84358025,0.75060356,1.066176,0.4786045,0.23945606,1.1595819,0.7511094,0.3025269,1.4953237,0.5485959,-1.0469273,0.58634084,-0.12341183,0.43378073,-1.737075,-0.8602532,-0.22365442,0.16449878,0.9071503,-1.232903,1.2177368,1.1218188,0.25114003,3.1135345,-0.26005942,0.796265,1.3353655,1.0806315,-0.6488772,-0.11729103,0.32707423,-1.2525401,-0.06701982,0.67434216,3.3976114,-0.8433595,0.40573332,0.46023154,-0.18650046,-0.5264552,-1.4888433,1.3055056,1.1371094,0.6620822,-1.4163506,-0.37508968,0.40400836,-1.1533141,-0.9509623,-2.0891619,1.6528242,-0.5495856,1.7492657,1.9459841,-0.55150956,-0.07754332,0.40518573,0.9688734,-0.85402113,0.75202566,-0.34285945,2.2682116,1.5920599,-1.2587944,-0.968274,-0.35227036,-0.97238904,-0.7016773,0.017383708,-0.4805388,0.7678499,-0.08289665,-1.1265857,0.61015236,-0.33426654,-1.6991181,-1.0274656,0.13661522,-0.61112106,-0.8719866,-2.2627306,-0.2047083,0.7352599,-1.9266157,-0.60273564,-0.6128778,0.37260222,-0.74155813,1.0771323,0.18140677,-1.12984,-0.94850147,1.2598739,-0.5171751,0.5985951,0.4740005
1217,10.134517,1.3849406,10.133188,1.0785347,0.0,0.0,20.63228,0.2345936,225.86658,3.9558148,grocery store purchase online,1.836|0.630|1.863|2.949|0.336|0.925|1.143|2.271|1.883|0.782|2.254|2.324|2.177|1.846|1.986|2.050|2.149|2.631|0.574|2.015,0,0.2544277,-0.24492304,0.13800928,-0.61240834,-0.48789713,1.1085616,0.90031165,-0.27228647,0.30292502,1.1564455,-0.5221964,-1.9608917,-0.7890165,0.24204564,0.5456442,-1.5414684,0.854484,-0.48660916,-0.20849906,-1.0735992,-2.3511212,-0.52783704,0.91756195,1.1149672,1.7769608,-1.387362,-0.11290042,-0.98511064,0.15328807,-0.44335765,0.8783351,-0.3162103,1.311303,0.024081677,0.077407435,0.8848624,-0.2601238,-1.7140772,0.13527411,-1.209962,0.9018127,0.339233,-1.1077801,-0.49381208,-0.58190227,-0.5185052,-0.7861091,-0.0968238,-0.023957908,-1.5413198,0.09129809,-0.4514666,0.48672104,0.7618207,0.9338698,0.4803586,0.07489985,0.16092557,0.529533,0.43368456,2.4594498,-1.1768357,0.36010072,0.27493036,-1.2707103,-0.6480046,-0.4576733,-0.44130024,-1.6029811,-2.0304835,-0.7901565,1.4782416,0.39448944,1.2641709,-0.29496583,0.18461496,-1.6816552,2.6443977,0.46313873,-0.9379891,-0.6072998,1.2300166,-0.5921931,0.38953733,-0.16482109,0.5376046,-0.37011433,-0.17151211,0.35726607,0.5433402,-1.7186222,1.9494767,0.03162098,-0.5288176,0.87530214,-0.03750366,-2.5288172,1.9930576,-1.2162744,0.7140231,1.3469872,-0.8133517,-1.0679626,-2.1014018,0.07281697,-2.6117043,-1.6231738,-0.14391813,3.1752594,0.32795328
1218,15.232575,3.1524358,15.65369,0.71954703,0.0,0.0,0.0,0.16827236,198.19781,4.223656,urgent wire transfer request,4.248|2.851|1.568|4.000|3.836|3.736|1.769|3.491|1.244|3.618|2.613|4.840|2.584|3.445|3.012|2.348|2.494|2.836|2.360|2.149,0,-0.26627696,0.10468164,0.10236804,-1.2932558,-1.025887,-0.17758447,-0.0989736,-2.5348182,2.275525,1.9817016,1.5179704,0.3441026,0.4299606,-0.21965057,-0.21192488,-1.4434608,0.04986769,-0.23289657,-0.06302719,-0.033882245,0.79621065,-1.408865,-0.15108258,0.63726884,-0.79232293,0.3843209,-1.7332026,-0.73580825,-2.8134313,-0.34976888,-0.33765197,1.060036,0.2816132,-1.492219,-1.0050337,-0.89050126,0.31706792,-0.56129146,0.052142113,-0.68123686,1.2865847,0.5382523,-0.058762565,-0.5605711,-0.03478796,0.5616393,1.8765445,0.7484445,1.0303853,-2.8837414,-2.4625282,0.7075216,-0.5424551,1.1254671,0.42465413,-0.22525778,-0.004177347,-1.2980294,0.453475,-0.04826644,0.17889374,-0.63078696,0.37886325,0.59819174,0.96623254,-0.89449984,0.028441787,0.6663401,1.2415476,0.60785025,-0.43025196,-0.12577656,0.56702995,-0.28835618,0.28571564,-0.5823708,-0.11889131,0.814986,-0.8135477,-0.31600508,0.8856319,2.358219,-0.84752697,0.9889981,0.123357356,1.4224434,-0.39100686,0.043460168,0.40861893,-0.27215543,-0.5707906,-1.1302315,0.46235567,0.3048242,-1.1989936,-0.43776003,0.08677016,0.07237822,-1.3813754,0.0020380467,1.1620784,1.1749554,-2.0957644,-1.204467,0.4329722,0.8348601,-0.2686366,2.046516,-0.57944155,-1.0981338
1219,343.3603,10.054276,33.41715,6.4114094,1.0,0.0,474.89294,0.61185133,53.366154,7.6070323,rapid successive cashout attempt asap,92.709|83.079|99.838|74.500|61.948|67.226|51.104|66.935|63.194|35.672|79.504|64.061|17.272|97.902|75.423|63.989|34.071|117.971|42.157|579.436,1,0.87899506,-0.2853282,0.8430863,1.3835471,3.0498717,-0.004647255,-0.6175736,0.73168623,1.8232563,1.2767067,1.7722986,-1.1078618,-0.27786076,0.7921411,1.1857972,-0.044320554,1.280739,-2.1571093,0.87636995,-0.10289337,1.234129,1.0679464,1.6835783,-1.2341694,-1.1979792,-0.42116165,-1.3684608,1.8840537,0.21962354,0.14334962,-0.65179,0.8900939,0.5181533,0.74436927,0.97635317,-0.8906872,1.1057754,1.5763435,0.9956152,-1.2290691,0.41050833,-1.6457281,-0.1658916,-0.8078495,1.0442457,1.2345539,0.13403314,-0.25771508,-1.8420457,0.23572601,-1.9711205,-1.3081075,-0.3936761,-1.2762887,0.8870016,1.8802774,0.2982271,2.624548,-0.3909773,1.7677063,-1.4187908,-1.2563108,0.4210709,0.70169336,-1.51365,-2.2543943,-1.0764017,-1.0785463,0.73853195,0.23111212,-1.2609292,0.21711478,0.51866627,-0.34927285,0.33928043,1.8462893,0.9386182,-0.19080122,-0.5541271,0.56372863,-1.4506433,2.4311676,0.1662767,-2.033774,-0.667121,-0.7893752,-0.6905962,2.0423992,1.3057686,1.9010408,2.4185967,0.16685945,-0.4692258,0.16333038,-1.2757201,-0.09046513,-0.4692968,0.6751979,-0.09733221,-0.39404377,0.56981355,0.31603527,1.1564097,-0.092071235,0.92731816,0.5997776,-0.0613783,0.6025735,0.9492562,0.8256784
1220,18.850153,2.3377094,16.154146,0.60626596,0.0,0.0,14.193935,0.09037732,218.5471,2.687087,pharmacy purchase upi,1.064|4.815|4.853|3.433|3.675|4.724|3.591|4.799|3.963|4.343|4.719|4.327|1.597|3.013|4.086|2.708|4.255|2.751|4.213|3.461,0,0.6455895,1.3662361,-0.1524009,1.0467714,-0.20705348,-0.7912755,1.816011,0.9346805,0.41222718,0.29138234,1.3306395,-0.7986807,-0.16238388,-1.9347581,-0.5081775,-0.20301336,-0.723485,-0.97903687,0.7432687,0.76626813,-2.031221,-0.54912186,-0.99365675,1.025182,-1.8420982,0.9745352,-0.25521517,-0.036509365,-0.2108828,0.79225,0.32677475,0.85008085,0.73821247,0.17530902,0.89079535,1.4903326,-0.8389346,0.49966854,-0.4508862,-0.09291217,-0.54565036,-0.6247562,-0.9359407,-1.4295924,-0.5062446,-1.0576544,1.40694,-1.2101531,-0.5945872,-0.6992118,-1.6595598,-1.1097417,-2.4424086,0.20394519,1.358557,1.967274,0.3571867,-0.011301577,-1.0866632,-0.42967492,-0.43617663,0.86196625,1.7819464,1.1224065,-0.45901185,-0.31652075,-0.6198298,-1.1574742,1.8204641,-1.5147378,-0.34731132,-0.10593426,-1.5886343,-0.32655734,-1.9167128,-0.42578703,-1.3847883,-1.5072336,1.1665199,-0.17674875,-0.34050965,-0.3344099,0.49047923,-0.6084157,-0.53599167,-1.5588888,-1.1851423,-0.9821402,-0.16489631,-1.2728876,-1.4365932,-0.63334775,1.5915065,0.20249903,0.48076168,0.66610134,-0.008679211,0.61118084,-0.26118952,1.1747015,-0.07819492,-0.88332665,-0.18886784,-0.73728037,-0.30315122,-2.5453544,0.10990414,-0.6810618,-0.732975,-0.031597346
1221,9.697615,1.4441735,4.8106074,0.46281132,0.0,0.0,25.087395,0.37789497,119.088844,3.3023274,utility bill payment card,0.447|3.162|0.389|2.846|3.180|-0.393|0.438|1.117|2.253|1.075|2.396|3.741|3.636|1.000|1.064|2.527|0.094|0.903|1.285|1.726,0,-0.9524237,-0.14415644,1.3362879,2.215787,0.109507486,0.58660036,0.80931056,0.49186262,-1.1553273,-1.4366145,0.45012757,-2.4742274,0.857938,-1.5488157,0.56807387,-0.61075044,1.2863942,0.1850056,1.3239777,-0.46160352,-1.0947511,0.8364997,-0.1508638,0.48351273,-0.0640267,0.40600955,2.4863508,-0.27390787,-0.42748183,1.9759115,-0.54052246,-0.03630518,0.43252635,-0.29735148,0.011292815,-3.0114903,-3.7800756,0.60971254,-0.884856,-1.5863708,0.2670729,2.3828812,1.1168408,-0.44756377,-0.2711744,0.26694196,0.07545066,0.105337694,0.018930197,-1.1222368,0.405901,-0.9585181,1.7481215,-3.0471666,0.89465624,0.87843525,-1.4190173,0.11322554,1.4334929,-1.0506567,0.07322261,-0.6839021,0.46619454,0.19535182,-2.1661994,0.46588254,1.0096354,-0.8166656,1.2236558,1.2378318,-1.680304,-0.9027338,0.44535094,-0.6161198,1.1394018,-0.28999677,-0.4115352,-0.25237373,-0.2289499,-1.0047543,0.6429914,-2.5688765,2.03387,1.1888839,0.14114115,-1.5176742,2.03511,0.880582,0.84525603,-1.9300338,-0.034727007,-0.5814179,-0.17958921,0.15319668,-1.552166,0.5670755,1.6824076,-0.29622683,0.33753315,-0.93307996,-0.5419493,-0.09676945,1.3573906,-0.793192,-0.32956207,-0.3062033,0.68783665,0.9188374,0.47743836,0.7435029
